ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q8TAM1	uniprotkb:Q15051	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	uniprotkb:Q9BS08|uniprotkb:Q5DKQ7|uniprotkb:Q8NI79|uniprotkb:Q3KS08|uniprotkb:Q3KS09|ensembl:ENSP00000311505.6|intact:EBI-2805823|uniprotkb:Q15051	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:iqcb1_human(display_short)|psi-mi:IQ calmodulin-binding motif-containing protein 1(display_long)|uniprotkb:KIAA0036(gene name synonym)|uniprotkb:NPHP5(gene name synonym)|uniprotkb:Nephrocystin-5(gene name synonym)|uniprotkb:p53 and DNA damage-regulated IQ motif protein(gene name synonym)|uniprotkb:OK/SW-cl.85(orf name)|uniprotkb:IQCB1(gene name)	psi-mi:"MI:0813"(proximity ligation assay)	Barbelanne M. et al.(2015)	intact:EBI-11703344|pubmed:25552655|imex:IM-25301	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:2364"(proximity)	psi-mi:"MI:0486"(UniProt)	intact:EBI-11703706|imex:IM-25301-27	intact-miscore:0.27
uniprotkb:Q8TAM1	uniprotkb:O15078	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	uniprotkb:Q1PSK5|uniprotkb:Q66GS8|uniprotkb:Q9H2G6|uniprotkb:Q9H6Q7|uniprotkb:Q9H8I0|ensembl:ENSP00000448012.1|intact:EBI-1811944|uniprotkb:O15078	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:ce290_human(display_short)|psi-mi:Centrosomal protein of 290 kDa(display_long)|uniprotkb:CEP290(gene name)|uniprotkb:Bardet-Biedl syndrome 14 protein(gene name synonym)|uniprotkb:BBS14(gene name synonym)|uniprotkb:Cancer/testis antigen 87(gene name synonym)|uniprotkb:Tumor antigen se2-2(gene name synonym)|uniprotkb:Nephrocystin-6(gene name synonym)|uniprotkb:NPHP6(gene name synonym)|uniprotkb:KIAA0373(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Barbelanne M. et al.(2015)	intact:EBI-11703344|pubmed:25552655|imex:IM-25301	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:2364"(proximity)	psi-mi:"MI:0486"(UniProt)	intact:EBI-11703751|imex:IM-25301-36	intact-miscore:0.27
uniprotkb:Q8TAM1	uniprotkb:Q3SYG4	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	uniprotkb:Q8N570|uniprotkb:P78514|uniprotkb:Q9Y6A0|uniprotkb:Q9Y699|uniprotkb:Q99854|uniprotkb:Q7KYS7|uniprotkb:Q99844|uniprotkb:Q7KYS6|uniprotkb:E9PDC9|ensembl:ENSP00000242067.6|intact:EBI-2826852|uniprotkb:Q3SYG4	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:pthb1_human(display_short)|psi-mi:Protein PTHB1(display_long)|uniprotkb:PTHB1(gene name synonym)|uniprotkb:Parathyroid hormone-responsive B1 gene protein(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 9 protein(gene name synonym)|uniprotkb:BBS9(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15826811|dip:DIP-191303E|imex:IM-21310-4	intact-miscore:0.4
uniprotkb:Q8TAM1	uniprotkb:Q3SYG4	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	uniprotkb:Q8N570|uniprotkb:P78514|uniprotkb:Q9Y6A0|uniprotkb:Q9Y699|uniprotkb:Q99854|uniprotkb:Q7KYS7|uniprotkb:Q99844|uniprotkb:Q7KYS6|uniprotkb:E9PDC9|ensembl:ENSP00000242067.6|intact:EBI-2826852|uniprotkb:Q3SYG4	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:pthb1_human(display_short)|psi-mi:Protein PTHB1(display_long)|uniprotkb:PTHB1(gene name synonym)|uniprotkb:Parathyroid hormone-responsive B1 gene protein(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 9 protein(gene name synonym)|uniprotkb:BBS9(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15826852|dip:DIP-191303E|imex:IM-21310-6	intact-miscore:0.4
uniprotkb:Q6ZW61	uniprotkb:Q3SYG4	uniprotkb:Q8NAB8|uniprotkb:D3DNX5|uniprotkb:Q7Z342|uniprotkb:Q7Z482|ensembl:ENSP00000319062.3|ensembl:ENSP00000438273.1|intact:EBI-6128352|uniprotkb:Q6ZW61	uniprotkb:Q8N570|uniprotkb:P78514|uniprotkb:Q9Y6A0|uniprotkb:Q9Y699|uniprotkb:Q99854|uniprotkb:Q7KYS7|uniprotkb:Q99844|uniprotkb:Q7KYS6|uniprotkb:E9PDC9|ensembl:ENSP00000242067.6|intact:EBI-2826852|uniprotkb:Q3SYG4	psi-mi:bbs12_human(display_short)|psi-mi:Bardet-Biedl syndrome 12 protein(display_long)|uniprotkb:C4orf24(gene name synonym)|uniprotkb:BBS12(gene name)	psi-mi:pthb1_human(display_short)|psi-mi:Protein PTHB1(display_long)|uniprotkb:PTHB1(gene name synonym)|uniprotkb:Parathyroid hormone-responsive B1 gene protein(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 9 protein(gene name synonym)|uniprotkb:BBS9(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15826975|dip:DIP-191312E|imex:IM-21310-11	intact-miscore:0.4
uniprotkb:Q8IWZ6	uniprotkb:Q8TAM1	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15827091|dip:DIP-191300E|imex:IM-21310-16	intact-miscore:0.75
uniprotkb:Q6ZW61	uniprotkb:Q8IWZ6	uniprotkb:Q8NAB8|uniprotkb:D3DNX5|uniprotkb:Q7Z342|uniprotkb:Q7Z482|ensembl:ENSP00000319062.3|ensembl:ENSP00000438273.1|intact:EBI-6128352|uniprotkb:Q6ZW61	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	psi-mi:bbs12_human(display_short)|psi-mi:Bardet-Biedl syndrome 12 protein(display_long)|uniprotkb:C4orf24(gene name synonym)|uniprotkb:BBS12(gene name)	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15827121|dip:DIP-191311E|imex:IM-21310-17	intact-miscore:0.78
uniprotkb:Q6ZW61	uniprotkb:Q9BXC9	uniprotkb:Q8NAB8|uniprotkb:D3DNX5|uniprotkb:Q7Z342|uniprotkb:Q7Z482|ensembl:ENSP00000319062.3|ensembl:ENSP00000438273.1|intact:EBI-6128352|uniprotkb:Q6ZW61	uniprotkb:Q96CM0|uniprotkb:Q96SN9|ensembl:ENSP00000245157.5|ensembl:ENSP00000507027.1|ensembl:ENSP00000507654.1|ensembl:ENSP00000507699.1|ensembl:ENSP00000508377.1|intact:EBI-748297|uniprotkb:Q9BXC9	psi-mi:bbs12_human(display_short)|psi-mi:Bardet-Biedl syndrome 12 protein(display_long)|uniprotkb:C4orf24(gene name synonym)|uniprotkb:BBS12(gene name)	psi-mi:bbs2_human(display_short)|psi-mi:Bardet-Biedl syndrome 2 protein(display_long)|uniprotkb:BBS2(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15827166|dip:DIP-191304E|imex:IM-21310-19	intact-miscore:0.5
uniprotkb:Q8TAM1	uniprotkb:Q8IWZ6	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:"MI:0071"(molecular sieving)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15827219|dip:DIP-191292E|imex:IM-21310-21	intact-miscore:0.75
uniprotkb:Q8TAM1	uniprotkb:P17987	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	uniprotkb:Q15556|uniprotkb:Q5TCM3|uniprotkb:E1P5B2|ensembl:ENSP00000317334.7|intact:EBI-356553|uniprotkb:P17987	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:tcpa_human(display_short)|psi-mi:T-complex protein 1 subunit alpha(display_long)|uniprotkb:TCP1(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 1(gene name synonym)|uniprotkb:CCT-alpha(gene name synonym)|uniprotkb:CCT1(gene name synonym)|uniprotkb:CCTA(gene name synonym)	psi-mi:"MI:0071"(molecular sieving)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15827219|dip:DIP-191292E|imex:IM-21310-21	intact-miscore:0.4
uniprotkb:Q8TAM1	uniprotkb:P78371	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	uniprotkb:Q14D36|uniprotkb:Q6IAT3|uniprotkb:A8K402|uniprotkb:B5BTY7|uniprotkb:B7Z243|uniprotkb:B7Z7K4|uniprotkb:B7ZAT2|ensembl:ENSP00000299300.6|intact:EBI-357407|uniprotkb:P78371	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:tcpb_human(display_short)|psi-mi:T-complex protein 1 subunit beta(display_long)|uniprotkb:CCT2(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 2(gene name synonym)|uniprotkb:CCT-beta(gene name synonym)|uniprotkb:CCTB(gene name synonym)|uniprotkb:99D8.1(gene name synonym)	psi-mi:"MI:0071"(molecular sieving)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15827219|dip:DIP-191292E|imex:IM-21310-21	intact-miscore:0.4
uniprotkb:Q8TAM1	uniprotkb:P49368	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	uniprotkb:Q5SZY1|uniprotkb:Q9BR64|uniprotkb:A6NE14|ensembl:ENSP00000295688.3|intact:EBI-356673|uniprotkb:P49368	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:tcpg_human(display_short)|psi-mi:T-complex protein 1 subunit gamma(display_long)|uniprotkb:CCT3(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 3(gene name synonym)|uniprotkb:hTRiC5(gene name synonym)|uniprotkb:CCT-gamma(gene name synonym)|uniprotkb:TRIC5(gene name synonym)|uniprotkb:CCTG(gene name synonym)	psi-mi:"MI:0071"(molecular sieving)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15827219|dip:DIP-191292E|imex:IM-21310-21	intact-miscore:0.4
uniprotkb:Q6ZW61	uniprotkb:Q3SYG4	uniprotkb:Q8NAB8|uniprotkb:D3DNX5|uniprotkb:Q7Z342|uniprotkb:Q7Z482|ensembl:ENSP00000319062.3|ensembl:ENSP00000438273.1|intact:EBI-6128352|uniprotkb:Q6ZW61	uniprotkb:Q8N570|uniprotkb:P78514|uniprotkb:Q9Y6A0|uniprotkb:Q9Y699|uniprotkb:Q99854|uniprotkb:Q7KYS7|uniprotkb:Q99844|uniprotkb:Q7KYS6|uniprotkb:E9PDC9|ensembl:ENSP00000242067.6|intact:EBI-2826852|uniprotkb:Q3SYG4	psi-mi:bbs12_human(display_short)|psi-mi:Bardet-Biedl syndrome 12 protein(display_long)|uniprotkb:C4orf24(gene name synonym)|uniprotkb:BBS12(gene name)	psi-mi:pthb1_human(display_short)|psi-mi:Protein PTHB1(display_long)|uniprotkb:PTHB1(gene name synonym)|uniprotkb:Parathyroid hormone-responsive B1 gene protein(gene name synonym)|uniprotkb:Bardet-Biedl syndrome 9 protein(gene name synonym)|uniprotkb:BBS9(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15827245|dip:DIP-191312E|imex:IM-21310-22	intact-miscore:0.4
uniprotkb:Q6ZW61	uniprotkb:Q9BXC9	uniprotkb:Q8NAB8|uniprotkb:D3DNX5|uniprotkb:Q7Z342|uniprotkb:Q7Z482|ensembl:ENSP00000319062.3|ensembl:ENSP00000438273.1|intact:EBI-6128352|uniprotkb:Q6ZW61	uniprotkb:Q96CM0|uniprotkb:Q96SN9|ensembl:ENSP00000245157.5|ensembl:ENSP00000507027.1|ensembl:ENSP00000507654.1|ensembl:ENSP00000507699.1|ensembl:ENSP00000508377.1|intact:EBI-748297|uniprotkb:Q9BXC9	psi-mi:bbs12_human(display_short)|psi-mi:Bardet-Biedl syndrome 12 protein(display_long)|uniprotkb:C4orf24(gene name synonym)|uniprotkb:BBS12(gene name)	psi-mi:bbs2_human(display_short)|psi-mi:Bardet-Biedl syndrome 2 protein(display_long)|uniprotkb:BBS2(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15827306|dip:DIP-191309E|imex:IM-21310-25	intact-miscore:0.5
uniprotkb:Q6ZW61	uniprotkb:Q8NFJ9	uniprotkb:Q8NAB8|uniprotkb:D3DNX5|uniprotkb:Q7Z342|uniprotkb:Q7Z482|ensembl:ENSP00000319062.3|ensembl:ENSP00000438273.1|intact:EBI-6128352|uniprotkb:Q6ZW61	uniprotkb:Q32MN0|uniprotkb:Q96SN4|uniprotkb:Q32MM9|ensembl:ENSP00000317469.7|intact:EBI-1805484|uniprotkb:Q8NFJ9	psi-mi:bbs12_human(display_short)|psi-mi:Bardet-Biedl syndrome 12 protein(display_long)|uniprotkb:C4orf24(gene name synonym)|uniprotkb:BBS12(gene name)	psi-mi:bbs1_human(display_short)|psi-mi:Bardet-Biedl syndrome 1 protein(display_long)|uniprotkb:BBS1(gene name)|uniprotkb:BBS2-like protein 2(gene name synonym)|uniprotkb:BBS2L2(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15827327|dip:DIP-191302E|imex:IM-21310-26	intact-miscore:0.4
uniprotkb:Q8TAM1	uniprotkb:Q8IWZ6	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15827365|dip:DIP-191301E|imex:IM-21310-28	intact-miscore:0.75
uniprotkb:Q6ZW61	uniprotkb:Q96RK4	uniprotkb:Q8NAB8|uniprotkb:D3DNX5|uniprotkb:Q7Z342|uniprotkb:Q7Z482|ensembl:ENSP00000319062.3|ensembl:ENSP00000438273.1|intact:EBI-6128352|uniprotkb:Q6ZW61	uniprotkb:Q53DZ5|uniprotkb:Q8NHU9|uniprotkb:Q96H45|uniprotkb:B4E178|ensembl:ENSP00000268057.4|intact:EBI-1805814|uniprotkb:Q96RK4	psi-mi:bbs12_human(display_short)|psi-mi:Bardet-Biedl syndrome 12 protein(display_long)|uniprotkb:C4orf24(gene name synonym)|uniprotkb:BBS12(gene name)	psi-mi:bbs4_human(display_short)|psi-mi:Bardet-Biedl syndrome 4 protein(display_long)|uniprotkb:BBS4(gene name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Seo S. et al.(2010)	intact:EBI-15826730|doi:10.1073/pnas.0910268107|pubmed:20080638|imex:IM-21310	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0465"(Database of Interacting Proteins)	intact:EBI-15827415|dip:DIP-191310E|imex:IM-21310-30	intact-miscore:0.4
uniprotkb:O60232	uniprotkb:Q8TAM1	ensembl:ENSP00000312318.3|intact:EBI-741415|uniprotkb:O60232	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	psi-mi:znrd2_human(display_short)|psi-mi:Protein ZNRD2(display_long)|uniprotkb:Autoantigen p27(gene name synonym)|uniprotkb:SSSCA1(gene name synonym)|uniprotkb:Sjoegren syndrome/scleroderma autoantigen 1(gene name synonym)|uniprotkb:Zinc ribbon domain-containing protein 2(gene name synonym)|uniprotkb:ZNRD2(gene name)|IntAct:SSSCA1(author assigned name)	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)|IntAct:BBS10(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2017)	intact:EBI-15481134|doi:10.1038/nature22366|pubmed:28514442|imex:IM-25778	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-21543889|imex:IM-25778-6101	intact-miscore:0.53
uniprotkb:Q99615	uniprotkb:Q8TAM1	uniprotkb:Q7Z784|ensembl:ENSP00000406463.2|intact:EBI-357552|uniprotkb:Q99615	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	psi-mi:dnjc7_human(display_short)|psi-mi:DnaJ homolog subfamily C member 7(display_long)|uniprotkb:TPR2(gene name synonym)|uniprotkb:TTC2(gene name synonym)|uniprotkb:Tetratricopeptide repeat protein 2(gene name synonym)|uniprotkb:DNAJC7(gene name)|IntAct:DNAJC7(author assigned name)	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)|IntAct:BBS10(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2017)	intact:EBI-15481134|doi:10.1038/nature22366|pubmed:28514442|imex:IM-25778	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-21710353|imex:IM-25778-5399	intact-miscore:0.53
uniprotkb:Q8IWZ6	uniprotkb:Q8TAM1	uniprotkb:Q4W5P8|uniprotkb:Q8N581|uniprotkb:Q9NVI4|ensembl:ENSP00000264499.4|intact:EBI-1806001|uniprotkb:Q8IWZ6	uniprotkb:Q96CW2|uniprotkb:Q9H5D2|ensembl:ENSP00000497413.1|intact:EBI-6128013|uniprotkb:Q8TAM1	psi-mi:bbs7_human(display_short)|psi-mi:Bardet-Biedl syndrome 7 protein(display_long)|uniprotkb:BBS7(gene name)|uniprotkb:BBS2-like protein 1(gene name synonym)|uniprotkb:BBS2L1(gene name synonym)|IntAct:BBS7(author assigned name)	psi-mi:bbs10_human(display_short)|psi-mi:Bardet-Biedl syndrome 10 protein(display_long)|uniprotkb:C12orf58(gene name synonym)|uniprotkb:BBS10(gene name)|IntAct:BBS10(author assigned name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Huttlin EL. et al.(2017)	intact:EBI-15481134|doi:10.1038/nature22366|pubmed:28514442|imex:IM-25778	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-21737366|imex:IM-25778-8141	intact-miscore:0.75
